,Data_Coleta,Estabelecimento,Produto,Marca,Preco,Quantidade,PPK
30575,2025-06-17,SUP-1,Manteiga,Tirolez,19.19,0.2,95.95
30576,2025-06-17,SUP-1,Frango Peito,,28.9,1.0,28.9
30577,2025-06-17,SUP-26,Carne Coxão Mole,,54.99,1.0,54.99
30578,2025-06-17,SUP-26,Óleo,Soya,8.39,0.9,9.322222222222223
30579,2025-06-17,SUP-24,Feijão,Oliron,5.99,1.0,5.99
30580,2025-06-17,SUP-26,Ovo,,12.49,12.0,1.040833333333333
30581,2025-06-17,SUP-24,Frango Peito,,25.99,1.0,25.99
30582,2025-06-17,SUP-26,Frango Sobrecoxa,,18.99,1.0,18.99
30583,2025-06-17,SUP-24,Manteiga,President,13.99,0.2,69.95
30584,2025-06-17,SUP-26,Frango Peito,,37.9,1.0,37.9
30585,2025-06-17,SUP-24,Feijão,Broto Legal,8.99,1.0,8.99
30586,2025-06-17,SUP-1,Açúcar,União,4.99,1.0,4.99
30587,2025-06-17,SUP-1,Feijão,Joli,8.99,1.0,8.99
30588,2025-06-17,SUP-1,Batata,,6.99,1.0,6.99
30589,2025-06-17,SUP-26,Feijão,Camil,6.99,1.0,6.99
30590,2025-06-17,SUP-24,Açúcar,União,4.99,1.0,4.99
30591,2025-06-17,SUP-1,Arroz,Pileco Nobre,27.89,5.0,5.578
30592,2025-06-17,SUP-24,Macarrão,Renata,6.19,0.5,12.38
30593,2025-06-17,SUP-24,Arroz,Grão do Campo,22.99,5.0,4.598
30594,2025-06-17,SUP-1,Açúcar,Mais Doce,4.19,1.0,4.19
30595,2025-06-17,SUP-1,Café,Melita,39.9,0.5,79.8
30596,2025-06-17,SUP-1,Arroz,Prato Fino,29.99,5.0,5.997999999999999
30597,2025-06-17,SUP-1,Feijão,Broto Legal,8.99,1.0,8.99
30598,2025-06-17,SUP-24,Arroz,Saboroso,22.99,5.0,4.598
30599,2025-06-17,SUP-24,Banana Nanica,,3.99,1.0,3.99
30600,2025-06-17,SUP-26,Arroz,Prato Fino,32.99,5.0,6.598000000000001
30601,2025-06-17,SUP-1,Banana Nanica,,8.99,1.0,8.99
30602,2025-06-17,SUP-24,Carne Coxão Mole,,47.99,1.0,47.99
30603,2025-06-17,SUP-1,Óleo,Liza,8.99,0.9,9.988888888888889
30604,2025-06-17,SUP-1,Arroz,Camil,29.99,5.0,5.997999999999999
30605,2025-06-17,SUP-1,Macarrão,Renata,4.99,0.5,9.98
30606,2025-06-17,SUP-1,Leite,Paulista,5.89,1.0,5.89
30607,2025-06-17,SUP-26,Leite,Piracanjuba,5.89,1.0,5.89
30608,2025-06-17,SUP-26,Farinha,Dona Benta,6.39,1.0,6.39
30609,2025-06-17,SUP-26,Feijão,Broto Legal,8.99,1.0,8.99
30610,2025-06-17,SUP-26,Manteiga,Danone,15.49,0.2,77.45
30611,2025-06-17,SUP-26,Banana Nanica,,6.99,1.0,6.99
30612,2025-06-17,SUP-26,Feijão,Vencedor,8.29,1.0,8.29
30613,2025-06-17,SUP-24,Arroz,Oliron,20.99,5.0,4.198
30614,2025-06-17,SUP-24,Macarrão,Dona Benta,3.99,0.5,7.98
30615,2025-06-17,SUP-26,Manteiga,Outro,15.99,0.2,79.95
30616,2025-06-17,SUP-1,Manteiga,President,15.99,0.2,79.95
30617,2025-06-17,SUP-24,Carne Acem,,38.99,1.0,38.99
30618,2025-06-17,SUP-1,Farinha,Globo,3.99,1.0,3.99
30619,2025-06-17,SUP-24,Farinha,Renata,6.99,1.0,6.99
30620,2025-06-17,SUP-26,Batata,,6.99,1.0,6.99
30621,2025-06-17,SUP-24,Farinha,Dona Benta,5.69,1.0,5.69
30622,2025-06-17,SUP-24,Leite,Italac,5.39,1.0,5.39
30623,2025-06-17,SUP-1,Farinha,Renata,7.39,1.0,7.39
30624,2025-06-17,SUP-26,Farinha,Famiglia Venturelli,7.39,1.0,7.39
30625,2025-06-17,SUP-24,Óleo,Vitaliv,7.79,0.9,8.655555555555555
30626,2025-06-17,SUP-26,Tomate,,9.99,1.0,9.99
30627,2025-06-17,SUP-26,Manteiga,Aviação,15.59,0.2,77.94999999999999
30628,2025-06-17,SUP-26,Carne Pernil,,33.99,1.0,33.99
30629,2025-06-17,SUP-24,Café,Melita,37.99,0.5,75.98
30630,2025-06-17,SUP-24,Café,3 corações,37.99,0.5,75.98
30631,2025-06-17,SUP-26,Farinha,Renata,7.59,1.0,7.59
30632,2025-06-17,SUP-26,Feijão,Joli,7.59,1.0,7.59
30633,2025-06-17,SUP-26,Café,Caboclo,40.49,0.5,80.98
30634,2025-06-17,SUP-1,Arroz,Broto Legal,28.99,5.0,5.798
30635,2025-06-17,SUP-1,Pão,,16.99,1.0,16.99
30636,2025-06-17,SUP-1,Feijão,Empório São João,8.69,1.0,8.69
30637,2025-06-17,SUP-26,Arroz,Joli,27.99,5.0,5.598
30638,2025-06-17,SUP-26,Macarrão,Dona Benta,3.89,0.5,7.78
30639,2025-06-17,SUP-1,Manteiga,Aviação,16.89,0.2,84.45
30640,2025-06-17,SUP-24,Batata,,4.99,1.0,4.99
30641,2025-06-17,SUP-1,Café,Caboclo,36.99,0.5,73.98
30642,2025-06-17,SUP-24,Óleo,Liza,7.99,0.9,8.877777777777778
30643,2025-06-17,SUP-1,Óleo,Soya,8.98,0.9,9.977777777777778
30644,2025-06-17,SUP-1,Tomate,,8.96,1.0,8.96
30645,2025-06-17,SUP-1,Carne Coxão Mole,,59.9,1.0,59.9
30646,2025-06-17,SUP-24,Pão,,17.99,1.0,17.99
30647,2025-06-17,SUP-24,Café,Canecão,33.99,0.5,67.98
30648,2025-06-17,SUP-24,Macarrão,Petybon,4.39,0.5,8.78
30649,2025-06-17,SUP-24,Açúcar,Caravelas,4.39,1.0,4.39
30650,2025-06-17,SUP-26,Carne Acem,,43.99,1.0,43.99
30651,2025-06-17,SUP-24,Óleo,Soya,7.99,0.9,8.877777777777778
30652,2025-06-17,SUP-24,Leite,Shefa,5.19,1.0,5.19
30653,2025-06-17,SUP-1,Leite,Shefa,4.99,1.0,4.99
30654,2025-06-17,SUP-26,Leite,Ninho,7.59,1.0,7.59
30655,2025-06-17,SUP-1,Café,3 corações,38.9,0.5,77.8
30656,2025-06-17,SUP-26,Arroz,Camil,28.99,5.0,5.798
30657,2025-06-17,SUP-26,Banana Prata,,9.99,1.0,9.99
30658,2025-06-17,SUP-26,Arroz,Broto Legal,35.49,5.0,7.098000000000001
30659,2025-06-17,SUP-24,Frango Sobrecoxa,,19.99,1.0,19.99
30660,2025-06-17,SUP-26,Café,3 corações,39.59,0.5,79.18
30661,2025-06-17,SUP-26,Café,Pilão,45.99,0.5,91.98
30662,2025-06-17,SUP-24,Carne Pernil,,19.99,1.0,19.99
30663,2025-06-17,SUP-1,Macarrão,Dona Benta,4.19,0.5,8.38
30664,2025-06-17,SUP-24,Feijão,Grão de campo,7.49,1.0,7.49
30665,2025-06-17,SUP-26,Macarrão,Galo,5.69,0.5,11.38
30666,2025-06-17,SUP-1,Farinha,Dona Benta,5.69,1.0,5.69
30667,2025-06-17,SUP-26,Leite,Shefa,5.99,1.0,5.99
30668,2025-06-17,SUP-26,Leite,Paulista,5.39,1.0,5.39
30669,2025-06-17,SUP-1,Frango Sobrecoxa,,19.9,1.0,19.9
30670,2025-06-17,SUP-1,Farinha,Nita,5.99,1.0,5.99
30671,2025-06-17,SUP-24,Arroz,Broto Legal,29.99,5.0,5.997999999999999
30672,2025-06-17,SUP-1,Café,Canecão,35.99,0.5,71.98
30673,2025-06-17,SUP-26,Manteiga,President,16.39,0.2,81.95
30674,2025-06-17,SUP-26,Açúcar,União,5.79,1.0,5.79
30675,2025-06-17,SUP-24,Manteiga,Aviação,13.99,0.2,69.95
30676,2025-06-17,SUP-26,Óleo,Liza,7.69,0.9,8.544444444444444
30677,2025-06-17,SUP-24,Leite,Lider,5.29,1.0,5.29
30678,2025-06-17,SUP-26,Açúcar,Mais Doce,4.59,1.0,4.59
30679,2025-06-17,SUP-26,Café,Melita,39.99,0.5,79.98
30680,2025-06-17,SUP-1,Manteiga,Batavo,13.9,0.2,69.5
30681,2025-06-17,SUP-24,Leite,Piracanjuba,5.29,1.0,5.29
30682,2025-06-17,SUP-24,Manteiga,Danone,12.99,0.2,64.95
30683,2025-06-17,SUP-24,Banana Prata,,9.99,1.0,9.99
30684,2025-06-17,SUP-1,Leite,Piracanjuba,5.29,1.0,5.29
30685,2025-06-17,SUP-24,Ovo,,12.99,12.0,1.0825
30686,2025-06-17,SUP-24,Manteiga,Batavo,12.99,0.2,64.95
30687,2025-06-17,SUP-24,Café,Caboclo,35.99,0.5,71.98
30688,2025-06-17,SUP-24,Tomate,,6.99,1.0,6.99
30689,2025-06-17,SUP-24,Farinha,Nita,5.49,1.0,5.49
30690,2025-06-18,SUP-10,Leite,Jussara,5.25,1.0,5.25
30691,2025-06-18,SUP-7,Açúcar,Alto Alegre,4.48,1.0,4.48
30692,2025-06-18,SUP-6,Arroz,Broto Legal,27.8,5.0,5.56
30693,2025-06-18,SUP-10,Farinha,Nita,4.19,1.0,4.19
30694,2025-06-18,SUP-7,Manteiga,Reliquia,18.99,0.2,94.94999999999999
30695,2025-06-18,SUP-40,Carne Pernil,,18.99,1.0,18.99
30696,2025-06-18,SUP-10,Leite,Piracanjuba,5.25,1.0,5.25
30697,2025-06-18,SUP-40,Café,3 corações,38.99,0.5,77.98
30698,2025-06-18,SUP-6,Café,3 corações,35.98,0.5,71.96
30699,2025-06-18,SUP-10,Óleo,Vitaliv,6.95,0.9,7.722222222222222
30700,2025-06-18,SUP-7,Feijão,Broto Legal,8.99,1.0,8.99
30701,2025-06-18,SUP-40,Café,Melita,37.99,0.5,75.98
30702,2025-06-18,SUP-6,Manteiga,Aviação,13.9,0.2,69.5
30703,2025-06-18,SUP-10,Manteiga,President,12.39,0.2,61.95
30704,2025-06-18,SUP-6,Macarrão,Adria,3.59,0.5,7.18
30705,2025-06-18,SUP-40,Pão,,15.99,1.0,15.99
30706,2025-06-18,SUP-10,Batata,,4.99,1.0,4.99
30707,2025-06-18,SUP-10,Macarrão,Renata,3.49,0.5,6.98
30708,2025-06-18,SUP-10,Arroz,Empório São João,28.9,5.0,5.779999999999999
30709,2025-06-18,SUP-6,Carne Acem,,35.9,1.0,35.9
30710,2025-06-18,SUP-40,Feijão,Kicaldo,7.99,1.0,7.99
30711,2025-06-18,SUP-6,Frango Peito,,17.9,1.0,17.9
30712,2025-06-18,SUP-10,Leite,Shefa,4.99,1.0,4.99
30713,2025-06-18,SUP-10,Arroz,Prato Fino,28.9,5.0,5.779999999999999
30714,2025-06-18,SUP-10,Café,Melita,35.5,0.5,71.0
30715,2025-06-18,SUP-7,Café,Caboclo,32.9,0.5,65.8
30716,2025-06-18,SUP-6,Feijão,Kicaldo,6.4,1.0,6.4
30717,2025-06-18,SUP-10,Leite,Ninho,5.99,1.0,5.99
30718,2025-06-18,SUP-6,Feijão,Grão de campo,6.2,1.0,6.2
30719,2025-06-18,SUP-6,Banana Nanica,,2.69,1.0,2.69
30720,2025-06-18,SUP-7,Farinha,Rosa Branca,4.58,1.0,4.58
30721,2025-06-18,SUP-7,Óleo,Liza,8.68,0.9,9.644444444444444
30722,2025-06-18,SUP-10,Carne Acem,,41.5,1.0,41.5
30723,2025-06-18,SUP-40,Óleo,Liza,7.99,0.9,8.877777777777778
30724,2025-06-18,SUP-7,Pão,,16.99,1.0,16.99
30725,2025-06-18,SUP-10,Manteiga,Danone,11.99,0.2,59.95
30726,2025-06-18,SUP-6,Açúcar,Caravelas,4.2,1.0,4.2
30727,2025-06-18,SUP-6,Ovo,,8.9,12.0,0.7416666666666667
30728,2025-06-18,SUP-7,Óleo,Soya,7.98,0.9,8.866666666666667
30729,2025-06-18,SUP-6,Arroz,Albaruska,32.0,5.0,6.4
30730,2025-06-18,SUP-6,Arroz,Prato Fino,27.9,5.0,5.58
30731,2025-06-18,SUP-40,Óleo,Soya,7.99,0.9,8.877777777777778
30732,2025-06-18,SUP-40,Manteiga,Batavo,13.89,0.2,69.45
30733,2025-06-18,SUP-7,Arroz,Broto Legal,33.99,5.0,6.798
30734,2025-06-18,SUP-40,Frango Sobrecoxa,,16.99,1.0,16.99
30735,2025-06-18,SUP-40,Arroz,Broto Legal,33.99,5.0,6.798
30736,2025-06-18,SUP-40,Arroz,Empório São João,33.99,5.0,6.798
30737,2025-06-18,SUP-40,Feijão,Grão de campo,7.59,1.0,7.59
30738,2025-06-18,SUP-7,Manteiga,Danone,16.99,0.2,84.94999999999999
30739,2025-06-18,SUP-7,Café,Pilão,33.99,0.5,67.98
30740,2025-06-18,SUP-7,Farinha,Dona Benta,5.99,1.0,5.99
30741,2025-06-18,SUP-7,Farinha,Nita,5.99,1.0,5.99
30742,2025-06-18,SUP-10,Feijão,Camil,6.3,1.0,6.3
30743,2025-06-18,SUP-10,Macarrão,Galo,3.69,0.5,7.38
30744,2025-06-18,SUP-10,Feijão,Broto Legal,7.3,1.0,7.3
30745,2025-06-18,SUP-7,Café,Melita,33.9,0.5,67.8
30746,2025-06-18,SUP-10,Farinha,Renata,6.39,1.0,6.39
30747,2025-06-18,SUP-6,Feijão,Broto Legal,7.3,1.0,7.3
30748,2025-06-18,SUP-40,Batata,,4.99,1.0,4.99
30749,2025-06-18,SUP-6,Banana Prata,,11.9,1.0,11.9
30750,2025-06-18,SUP-10,Banana Nanica,,2.99,1.0,2.99
30751,2025-06-18,SUP-6,Óleo,Soya,7.04,0.9,7.822222222222222
30752,2025-06-18,SUP-10,Arroz,Broto Legal,25.9,5.0,5.18
30753,2025-06-18,SUP-10,Café,União,25.89,0.5,51.78
30754,2025-06-18,SUP-40,Macarrão,Renata,4.99,0.5,9.98
30755,2025-06-18,SUP-10,Arroz,Albaruska,29.9,5.0,5.98
30756,2025-06-18,SUP-40,Leite,Ninho,7.35,1.0,7.35
30757,2025-06-18,SUP-40,Banana Nanica,,4.99,1.0,4.99
30758,2025-06-18,SUP-7,Arroz,Albaruska,33.9,5.0,6.779999999999999
30759,2025-06-18,SUP-7,Ovo,,11.9,12.0,0.9916666666666667
30760,2025-06-18,SUP-40,Arroz,Prato Fino,34.99,5.0,6.998
30761,2025-06-18,SUP-6,Café,Canecão,33.98,0.5,67.96
30762,2025-06-18,SUP-7,Batata,,5.99,1.0,5.99
30763,2025-06-18,SUP-7,Macarrão,Renata,4.99,0.5,9.98
30764,2025-06-18,SUP-6,Batata,,5.99,1.0,5.99
30765,2025-06-18,SUP-6,Café,União,32.98,0.5,65.96
30766,2025-06-18,SUP-7,Carne Pernil,,26.89,1.0,26.89
30767,2025-06-18,SUP-7,Arroz,Camil,28.9,5.0,5.779999999999999
30768,2025-06-18,SUP-7,Frango Peito,,29.9,1.0,29.9
30769,2025-06-18,SUP-40,Feijão,Broto Legal,8.49,1.0,8.49
30770,2025-06-18,SUP-7,Manteiga,Tirolez,15.99,0.2,79.95
30771,2025-06-18,SUP-7,Banana Prata,,15.99,1.0,15.99
30772,2025-06-18,SUP-10,Café,Canecão,33.9,0.5,67.8
30773,2025-06-18,SUP-7,Carne Coxão Mole,,50.99,1.0,50.99
30774,2025-06-18,SUP-7,Açúcar,União,4.99,1.0,4.99
30775,2025-06-18,SUP-7,Carne Acem,,41.99,1.0,41.99
30776,2025-06-18,SUP-10,Carne Pernil,,19.9,1.0,19.9
30777,2025-06-18,SUP-6,Macarrão,Dona Benta,3.79,0.5,7.58
30778,2025-06-18,SUP-40,Farinha,Rosa Branca,4.75,1.0,4.75
30779,2025-06-18,SUP-40,Tomate,,6.99,1.0,6.99
30780,2025-06-18,SUP-10,Tomate,,7.69,1.0,7.69
30781,2025-06-18,SUP-6,Leite,Ninho,5.59,1.0,5.59
30782,2025-06-18,SUP-10,Feijão,Kicaldo,6.9,1.0,6.9
30783,2025-06-18,SUP-6,Tomate,,9.9,1.0,9.9
30784,2025-06-18,SUP-10,Ovo,,9.89,12.0,0.8241666666666667
30785,2025-06-18,SUP-10,Açúcar,Caravelas,4.09,1.0,4.09
30786,2025-06-18,SUP-6,Manteiga,Batavo,11.2,0.2,55.99999999999999
30787,2025-06-18,SUP-6,Açúcar,União,4.8,1.0,4.8
30788,2025-06-18,SUP-10,Manteiga,Teixeira,14.29,0.2,71.44999999999999
30789,2025-06-18,SUP-6,Arroz,Empório São João,25.99,5.0,5.198
30790,2025-06-18,SUP-6,Farinha,Nita,4.79,1.0,4.79
30791,2025-06-18,SUP-40,Farinha,Dona Benta,5.79,1.0,5.79
30792,2025-06-18,SUP-7,Leite,Lider,5.39,1.0,5.39
30793,2025-06-18,SUP-40,Leite,Piracanjuba,5.89,1.0,5.89
30794,2025-06-18,SUP-7,Leite,Shefa,5.39,1.0,5.39
30795,2025-06-18,SUP-6,Farinha,Dona Benta,5.19,1.0,5.19
30796,2025-06-18,SUP-40,Café,Moraes,31.99,0.5,63.98
30797,2025-06-18,SUP-40,Arroz,Camil,31.99,5.0,6.398
30798,2025-06-18,SUP-7,Café,Moraes,31.89,0.5,63.78
30799,2025-06-18,SUP-7,Manteiga,DaVaca,12.99,0.2,64.95
30800,2025-06-18,SUP-40,Açúcar,Da Barra,4.89,1.0,4.89
30801,2025-06-18,SUP-6,Café,Melita,29.98,0.5,59.96
30802,2025-06-18,SUP-6,Leite,Italac,5.49,1.0,5.49
30803,2025-06-18,SUP-40,Carne Acem,,39.99,1.0,39.99
30804,2025-06-18,SUP-6,Leite,Piracanjuba,5.49,1.0,5.49
30805,2025-06-18,SUP-40,Feijão,Camil,6.99,1.0,6.99
30806,2025-06-18,SUP-40,Manteiga,Danone,14.49,0.2,72.45
30807,2025-06-18,SUP-7,Feijão,Camil,6.99,1.0,6.99
30808,2025-06-18,SUP-6,Manteiga,President,11.5,0.2,57.5
30809,2025-06-18,SUP-7,Banana Nanica,,3.99,1.0,3.99
30810,2025-06-18,SUP-40,Banana Prata,,9.99,1.0,9.99
30811,2025-06-18,SUP-7,Arroz,Prato Fino,36.9,5.0,7.38
30812,2025-06-18,SUP-7,Feijão,Oliron,6.99,1.0,6.99
30813,2025-06-18,SUP-40,Manteiga,President,14.49,0.2,72.45
30814,2025-06-18,SUP-6,Feijão,Solito,5.8,1.0,5.8
30815,2025-06-18,SUP-7,Leite,Italac,5.68,1.0,5.68
30816,2025-06-18,SUP-40,Macarrão,Dona Benta,4.29,0.5,8.58
30817,2025-06-18,SUP-40,Café,Pilão,45.99,0.5,91.98
30818,2025-06-18,SUP-10,Frango Sobrecoxa,,10.5,1.0,10.5
30819,2025-06-18,SUP-10,Café,Pilão,31.89,0.5,63.78
30820,2025-06-18,SUP-10,Banana Prata,,9.99,1.0,9.99
30821,2025-06-18,SUP-6,Leite,Itambé,5.49,1.0,5.49
30822,2025-06-18,SUP-6,Carne Pernil,,20.9,1.0,20.9
30823,2025-06-18,SUP-6,Carne Coxão Mole,,43.9,1.0,43.9
30824,2025-06-18,SUP-40,Carne Coxão Mole,,47.99,1.0,47.99
30825,2025-06-18,SUP-10,Frango Peito,,15.9,1.0,15.9
30826,2025-06-18,SUP-7,Tomate,,10.99,1.0,10.99
30827,2025-06-18,SUP-7,Leite,Ninho,6.89,1.0,6.89
30828,2025-06-18,SUP-10,Feijão,Select,6.79,1.0,6.79
30829,2025-06-18,SUP-40,Manteiga,Aviação,15.49,0.2,77.45
30830,2025-06-18,SUP-10,Óleo,Liza,7.09,0.9,7.877777777777777
30831,2025-06-18,SUP-7,Frango Sobrecoxa,,17.99,1.0,17.99
30832,2025-06-18,SUP-6,Farinha,Famiglia Venturelli,5.19,1.0,5.19
30833,2025-06-18,SUP-40,Leite,Italac,5.69,1.0,5.69
30834,2025-06-18,SUP-10,Carne Coxão Mole,,48.9,1.0,48.9
30835,2025-06-18,SUP-40,Farinha,Renata,7.39,1.0,7.39
30836,2025-06-18,SUP-10,Manteiga,Aviação,14.49,0.2,72.45
30837,2025-06-18,SUP-7,Macarrão,Galo,4.69,0.5,9.38
30838,2025-06-18,SUP-10,Farinha,Famiglia Venturelli,5.09,1.0,5.09
30839,2025-06-18,SUP-40,Açúcar,Caravelas,4.79,1.0,4.79
30840,2025-06-18,SUP-40,Frango Peito,,27.99,1.0,27.99
30841,2025-06-18,SUP-40,Ovo,,12.99,12.0,1.0825
30842,2025-06-18,SUP-6,Manteiga,Itambé,10.5,0.2,52.5
30843,2025-06-18,SUP-40,Leite,Jussara,5.69,1.0,5.69
30844,2025-06-18,SUP-6,Óleo,Liza,7.09,0.9,7.877777777777777
30845,2025-06-18,SUP-6,Frango Sobrecoxa,,9.98,1.0,9.98
30846,2025-06-20,SUP-19,Manteiga,Tirol,10.3,0.2,51.5
30847,2025-06-20,SUP-19,Frango Sobrecoxa,,13.19,1.0,13.19
30848,2025-06-20,SUP-19,Arroz,Tio João,35.5,5.0,7.1
30849,2025-06-20,SUP-19,Carne Coxão Mole,,47.59,1.0,47.59
30850,2025-06-20,SUP-20,Frango Sobrecoxa,,15.9,1.0,15.9
30851,2025-06-20,SUP-19,Banana Prata,,9.9,1.0,9.9
30852,2025-06-20,SUP-20,Ovo,,8.89,12.0,0.7408333333333333
30853,2025-06-20,SUP-32,Carne Pernil,,23.9,1.0,23.9
30854,2025-06-20,SUP-20,Farinha,Famiglia Venturelli,5.09,1.0,5.09
30855,2025-06-20,SUP-19,Arroz,Empório São João,29.46,5.0,5.892
30856,2025-06-20,SUP-32,Açúcar,Caravelas,4.2,1.0,4.2
30857,2025-06-20,SUP-32,Frango Sobrecoxa,,15.9,1.0,15.9
30858,2025-06-20,SUP-32,Macarrão,Dona Benta,3.19,0.5,6.38
30859,2025-06-20,SUP-32,Pão,,15.9,1.0,15.9
30860,2025-06-20,SUP-19,Feijão,Empório São João,6.69,1.0,6.69
30861,2025-06-20,SUP-19,Café,Melita,35.9,0.5,71.8
30862,2025-06-20,SUP-20,Carne Coxão Mole,,48.98,1.0,48.98
30863,2025-06-20,SUP-19,Macarrão,Dona Benta,3.85,0.5,7.7
30864,2025-06-20,SUP-32,Arroz,Camil,22.0,5.0,4.4
30865,2025-06-20,SUP-20,Carne Pernil,,19.98,1.0,19.98
30866,2025-06-20,SUP-32,Café,Moraes,26.48,0.5,52.96
30867,2025-06-20,SUP-19,Leite,Paulista,5.19,1.0,5.19
30868,2025-06-20,SUP-32,Leite,Ninho,7.39,1.0,7.39
30869,2025-06-20,SUP-19,Manteiga,Aviação,14.5,0.2,72.5
30870,2025-06-20,SUP-32,Ovo,,12.9,20.0,0.645
30871,2025-06-20,SUP-32,Leite,Piracanjuba,5.49,1.0,5.49
30872,2025-06-20,SUP-19,Feijão,Kicaldo,6.53,1.0,6.53
30873,2025-06-20,SUP-20,Óleo,Vitaliv,6.29,0.9,6.988888888888889
30874,2025-06-20,SUP-32,Óleo,Vitaliv,6.89,0.9,7.655555555555555
30875,2025-06-20,SUP-20,Leite,Italac,5.25,1.0,5.25
30876,2025-06-20,SUP-20,Leite,Shefa,4.99,1.0,4.99
30877,2025-06-20,SUP-20,Leite,Piracanjuba,5.25,1.0,5.25
30878,2025-06-20,SUP-32,Frango Peito,,23.63,1.0,23.63
30879,2025-06-20,SUP-19,Manteiga,Danone,14.3,0.2,71.5
30880,2025-06-20,SUP-32,Açúcar,União,4.8,1.0,4.8
30881,2025-06-20,SUP-32,Banana Nanica,,4.99,1.0,4.99
30882,2025-06-20,SUP-20,Manteiga,Danone,11.99,0.2,59.95
30883,2025-06-20,SUP-19,Arroz,Camil,21.83,5.0,4.366
30884,2025-06-20,SUP-32,Batata,,6.99,1.0,6.99
30885,2025-06-20,SUP-20,Arroz,Broto Legal,25.9,5.0,5.18
30886,2025-06-20,SUP-20,Banana Nanica,,5.99,1.0,5.99
30887,2025-06-20,SUP-32,Manteiga,Tirolez,29.3,0.5,58.6
30888,2025-06-20,SUP-20,Carne Acem,,38.9,1.0,38.9
30889,2025-06-20,SUP-19,Banana Nanica,,6.75,1.0,6.75
30890,2025-06-20,SUP-20,Café,Canecão,27.9,0.5,55.8
30891,2025-06-20,SUP-32,Arroz,Prato Fino,27.9,5.0,5.58
30892,2025-06-20,SUP-20,Leite,Jussara,5.25,1.0,5.25
30893,2025-06-20,SUP-32,Farinha,Famiglia Venturelli,5.19,1.0,5.19
30894,2025-06-20,SUP-32,Farinha,Dona Benta,5.19,1.0,5.19
30895,2025-06-20,SUP-32,Manteiga,President,27.8,0.5,55.6
30896,2025-06-20,SUP-20,Farinha,Dona Benta,5.19,1.0,5.19
30897,2025-06-20,SUP-32,Feijão,Camil,6.0,1.0,6.0
30898,2025-06-20,SUP-20,Café,Caboclo,31.9,0.5,63.8
30899,2025-06-20,SUP-20,Banana Prata,,9.99,1.0,9.99
30900,2025-06-20,SUP-32,Arroz,Broto Legal,27.8,5.0,5.56
30901,2025-06-20,SUP-19,Farinha,Rosa Branca,5.29,1.0,5.29
30902,2025-06-20,SUP-20,Macarrão,Galo,3.49,0.5,6.98
30903,2025-06-20,SUP-20,Manteiga,Teixeira,14.29,0.2,71.44999999999999
30904,2025-06-20,SUP-19,Feijão,Camil,5.89,1.0,5.89
30905,2025-06-20,SUP-20,Tomate,,5.89,1.0,5.89
30906,2025-06-20,SUP-32,Tomate,,8.99,1.0,8.99
30907,2025-06-20,SUP-19,Frango Peito,,22.59,1.0,22.59
30908,2025-06-20,SUP-32,Farinha,Nita,4.79,1.0,4.79
30909,2025-06-20,SUP-19,Ovo,,17.9,20.0,0.8949999999999999
30910,2025-06-20,SUP-19,Farinha,Dona Benta,4.49,1.0,4.49
30911,2025-06-20,SUP-19,Batata,,5.59,1.0,5.59
30912,2025-06-20,SUP-32,Café,Canecão,28.98,0.5,57.96
30913,2025-06-20,SUP-32,Manteiga,Danone,9.9,0.2,49.5
30914,2025-06-20,SUP-20,Açúcar,União,4.49,1.0,4.49
30915,2025-06-20,SUP-19,Farinha,Nita,4.69,1.0,4.69
30916,2025-06-20,SUP-32,Farinha,Renata,4.69,1.0,4.69
30917,2025-06-20,SUP-19,Café,Canecão,33.9,0.5,67.8
30918,2025-06-20,SUP-20,Café,3 corações,32.9,0.5,65.8
30919,2025-06-20,SUP-32,Leite,Italac,5.49,1.0,5.49
30920,2025-06-20,SUP-19,Óleo,Soya,7.28,0.9,8.088888888888889
30921,2025-06-20,SUP-32,Arroz,Grão do Campo,21.0,5.0,4.2
30922,2025-06-20,SUP-19,Feijão,Solito,5.9,1.0,5.9
30923,2025-06-20,SUP-20,Feijão,Kicaldo,5.9,1.0,5.9
30924,2025-06-20,SUP-19,Carne Pernil,,10.82,1.0,10.82
30925,2025-06-20,SUP-32,Carne Coxão Mole,,53.9,1.0,53.9
30926,2025-06-20,SUP-19,Leite,Tirol,5.15,1.0,5.15
30927,2025-06-20,SUP-20,Arroz,Camil,21.9,5.0,4.38
30928,2025-06-20,SUP-20,Batata,,5.69,1.0,5.69
30929,2025-06-20,SUP-20,Frango Peito,,16.9,1.0,16.9
30930,2025-06-20,SUP-19,Leite,Italac,5.35,1.0,5.35
30931,2025-06-20,SUP-20,Manteiga,President,12.39,0.2,61.95
30932,2025-06-20,SUP-19,Leite,Piracanjuba,5.35,1.0,5.35
30933,2025-06-20,SUP-20,Manteiga,Aviação,13.99,0.2,69.95
30934,2025-06-20,SUP-32,Manteiga,Aviação,13.9,0.2,69.5
30935,2025-06-20,SUP-19,Óleo,Vitaliv,7.43,0.9,8.255555555555555
30936,2025-06-20,SUP-32,Feijão,Solito,5.8,1.0,5.8
30937,2025-06-20,SUP-32,Leite,Jussara,5.45,1.0,5.45
30938,2025-06-20,SUP-20,Macarrão,Renata,3.49,0.5,6.98
30939,2025-06-20,SUP-19,Arroz,Prato Fino,28.87,5.0,5.774
30940,2025-06-20,SUP-19,Manteiga,President,13.5,0.2,67.5
